Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
Cast Away,2000-12-22,90000000,429632142,"Adventure, Drama","Tom Hanks, Helen Hunt, Chris Noth, Paul Sanchez, Lari White",7.666,11185,143,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home."
American Pie Presents: The Book of Love,2009-12-07,8000000,5021219,Comedy,"Bug Hall, Brandon Hardesty, Kevin M. Horton, Beth Behrs, Melanie Papalia",5.256,1708,93,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity."
Sin City: A Dame to Kill For,2014-08-20,65000000,39400000,"Crime, Action, Thriller","Jessica Alba, Bruce Willis, Mickey Rourke, Josh Brolin, Joseph Gordon-Levitt",6.383,3745,102,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
Dragon Ball GT: A Hero's Legacy,1997-03-26,0,0,"Adventure, Action, Animation, Science Fiction","Masako Nozawa, Yuko Minaguchi, Shin Aomori, Kazuyuki Sogabe, Miki Ito",6.757,325,45,"Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever."
Underworld,2003-09-19,22000000,95708457,"Fantasy, Action, Thriller","Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy",6.826,6015,122,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war."
Scary Movie 4,2006-04-12,45000000,178262620,Comedy,"Anna Faris, Regina Hall, Craig Bierko, Bill Pullman, Anthony Anderson",5.5,3180,83,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them."
The Evil Dead,1981-09-10,350000,29612367,Horror,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly",7.296,3881,85,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway."
Sex Game 6969,2022-01-27,0,0,"Comedy, Drama, Romance","Woo Yeol, So Jeong, Lee Chae-dam, Kim Soo-ji, Yoo Jung",4.444,9,74,"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them."
The Cabin in the Woods,2012-04-12,30000000,71038838,"Horror, Mystery, Thriller","Kristen Connolly, Fran Kranz, Chris Hemsworth, Jesse Williams, Anna Hutchison",6.62,7698,95,A group of teens journey to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a worldwide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.
Patriots Time,2022-04-28,0,0,"Action, War, Drama","Daniyar Alshinov, Sanurzhan Suleymenov, Dasten Shakirov, Sayat Isembayev, Bekzat Eleusizov",7.787,108,101,"The brothers Sultan and Bekzat Ibrayev are serving faithfully in the Armed Forces of Kazakhstan, and at the same time they are in family disagreement. Sultan is a valiant intelligence officer and Bekzat is a talented fighter pilot. While an international terrorist organization prepares a carefully planned attack on the country's strategically important facilities, the brothers have to face not only a mortal threat, but also face a family confrontation related to their dead father. Circumstances force them to unite in order to save human lives, and the brothers eventually understand that their homeland and family are the most valuable thing they have."
Guillermo del Toro's Pinocchio,2022-11-09,35000000,0,"Animation, Fantasy, Drama","Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman, Ron Perlman",8.105,2826,117,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations."
The King of Bloody Fookin' Britain,2024-03-15,0,0,"Crime, Comedy","Derek Evans, Michael Shooner, Kasey O'Barr, John Burnett, Richie Johnson",0.0,0,101,"An action crime comedy about a working class Brit named ""Roger"" who wants to be King- Literally. The likes of a Turtleneck Philosopher, a Jawbreaker-Eating Sleaze-Bag, and a Homosexual Psychic throw Roger's world into chaos when he and his gang of misfits decide it'd be ""quite alright"" to rip off the most vicious man in London."
Uhaw,2024-08-30,0,0,Drama,"Angeli Khang, Ataska Mercado, Itan Magnaye, Ayah Alfonso, Chloey Largado",0.0,0,0,A wife learns that her husband who's in coma had an affair. She confronts the other woman but instead finds solace in her. She then realizes she's falling for her husband's mistress.
The Serpent,2021-01-28,0,0,Action,"Gia Skova, Travis Aaron Wade, Nigel Vonas, Jason Burrill, Craig Conway",6.088,39,90,Top special agent Lucinda Kavsky works for a secret part of the CIA. She's given a special assignment but then set up by her own agency.
Fantastic Mr. Fox,2009-10-23,40000000,46471023,"Adventure, Animation, Comedy, Family","George Clooney, Meryl Streep, Jason Schwartzman, Wallace Wolodarsky, Eric Chase Anderson",7.8,5290,87,"The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family."
The Black Book,2023-09-22,1000000,0,"Mystery, Thriller, Action","Richard Mofe-Damijo, Ade Laoye, Sam Dede, Alex Usifo Omiagbo, Shaffy Bello",6.66,78,124,"After his son is wrongly accused of kidnapping, a deacon who has just lost his wife takes matters into his own hands and fights a crooked police gang to clear him."
Miraculous World: Shanghai – The Legend of Ladydragon,2021-05-15,0,0,"Animation, Fantasy, Action, TV Movie","Annouck Hautbois, Benjamin Bollen, Geneviève Doang, Antoine Tomé, Marie Chevalot",7.9,627,54,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!"
Paddington 2,2017-11-09,40000000,227300000,"Adventure, Comedy, Family","Ben Whishaw, Sally Hawkins, Hugh Grant, Hugh Bonneville, Brendan Gleeson",7.5,2297,104,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen."
The Terror,1963-06-17,0,0,"Horror, Mystery","Boris Karloff, Jack Nicholson, Sandra Knight, Dick Miller, Dorothy Neumann",5.1,146,79,"Lt. Andre Duvalier awakens on a beach to the sight of a strange woman who leads him to the gothic, towering castle that serves as home to an eerie baron."
Wyatt Earp,1994-06-24,63000000,25100000,"Western, Drama, Action, Adventure","Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby",6.758,820,191,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, Wyatt Earp is taught that nothing matters more than family and the law. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs."
Driven,2001-04-27,94000000,54744738,"Action, Drama","Sylvester Stallone, Burt Reynolds, Kip Pardue, Stacy Edwards, Til Schweiger",5.11,702,116,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life."
Angel Heart,1995-05-25,0,0,Drama,"Vivian Hsu, Franco Chiang, Stanley Chu, Pao-Ming Ku",4.7,12,100,"Having spent a harrowing time in prison, Miao Wei looks up both former, casual lovers but also his childhood sweetheart Wennie. It's not long until they're married and off on a perfect path together but Miao Wei takes scars from his prison time into his intimate moments with Wennie. Claiming he loves her too much, the relationship begins falling apart in dangerous ways..."
Kiss and Kill,2017-08-08,0,0,"Mystery, Thriller, Romance","Kira Noir, Eve Marlowe, Damian T. Raven, Madeleine Wade, Jay Smooth",5.368,53,81,"A reckless night of indiscretion and lust leads a woman into the dark world of blackmail and murder. When revealing photos of her sexual tryst unexpectedly surface, Katy is forced to submit to whatever her tormentors desire."
A Haunted House,2013-01-11,2500000,60141683,"Comedy, Horror","Marlon Wayans, Essence Atkins, Nick Swardson, Cedric the Entertainer, David Koechner",5.919,1850,86,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years."
Mine,2016-10-06,0,1600000,"War, Thriller","Armie Hammer, Annabelle Wallis, Tom Cullen, Geoff Bell, Juliet Aubrey",6.593,1277,107,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions."
Craig Before the Creek,2023-12-11,0,0,"Animation, Family, TV Movie, Adventure, Comedy, Fantasy","Philip Solomon, Noël Wells, Michael Croner, Vico Ortiz, Kimberly Hebert Gregory",7.6,51,88,"Before he was Craig of the Creek, he was just Craig — a new kid in a new town. All Craig wants is to go back to his old friends at his old home. But when he learns that the nearby creek is hiding a lost treasure that could make his wish come true, Craig sets off on a journey to find it — navigating the perilous suburban wilderness, forging new friendships, all while being pursued by a fearsome band of pirates who are bent on destroying the Creek itself."
Gone with the Wind,1939-03-12,4000000,402352579,"Drama, War, Romance","Vivien Leigh, Clark Gable, Olivia de Havilland, Leslie Howard, Hattie McDaniel",7.944,3949,233,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.
